idx,condition_dataset_name,condition_query_name,condition_cond,parameter_value,luminous-supreme-control_int100query,gpt-4,gpt-3.5-turbo
17931,control,sex,annealing,1.1,60.0,50.0,75.0
17932,control,sex,annealing,1.1,45.0,50.0,67.0
17933,control,sex,annealing,1.1,75.0,50.0,38.0
17934,control,sex,annealing,1.1,70.0,50.0,60.0
17935,control,sex,annealing,1.1,60.0,50.0,35.0
17936,control,sex,annealing,1.1,45.0,50.0,62.0
17937,control,sex,annealing,1.1,73.0,50.0,50.0
17938,control,sex,annealing,1.1,70.0,50.0,50.0
17939,control,sex,annealing,1.1,25.0,50.0,42.0
17940,control,sex,annealing,1.1,45.0,50.0,43.0
17941,control,sex,annealing,1.1,60.0,50.0,29.0
17942,control,sex,annealing,1.1,75.0,50.0,50.0
17943,control,sex,annealing,1.1,75.0,50.0,25.0
17944,control,sex,annealing,1.1,60.0,50.0,53.0
17945,control,sex,annealing,1.1,75.0,50.0,10.0
17946,control,sex,annealing,1.1,73.0,50.0,50.0
17947,control,sex,annealing,1.1,73.0,50.0,37.0
17948,control,sex,annealing,1.1,70.0,50.0,50.0
17949,control,sex,annealing,1.1,75.0,50.0,50.0
17950,control,sex,annealing,1.1,73.0,50.0,65.0
17951,control,sex,annealing,1.1,60.0,50.0,50.0
17952,control,sex,annealing,1.1,75.0,50.0,4.0
17953,control,sex,annealing,1.1,70.0,50.0,73.0
17954,control,sex,annealing,1.1,73.0,50.0,56.0
17955,control,sex,annealing,1.1,75.0,50.0,50.0
17956,control,sex,annealing,1.1,45.0,40.0,48.0
17957,control,sex,annealing,1.1,60.0,50.0,50.0
17958,control,sex,annealing,1.1,73.0,50.0,50.0
17959,control,sex,annealing,1.1,72.0,50.0,50.0
17960,control,sex,annealing,1.1,78.0,50.0,56.0
17961,control,sex,annealing,1.1,70.0,50.0,23.0
17962,control,sex,annealing,1.1,75.0,50.0,50.0
17963,control,sex,annealing,1.1,73.0,50.0,50.0
17964,control,sex,annealing,1.1,73.0,50.0,50.0
17965,control,sex,annealing,1.1,80.0,50.0,27.0
17966,control,sex,annealing,1.1,73.0,50.0,43.0
17967,control,sex,annealing,1.1,,50.0,58.0
17968,control,sex,annealing,1.1,,50.0,50.0
17969,control,sex,annealing,1.1,,50.0,35.0
17970,control,sex,annealing,1.1,,50.0,50.0
17971,control,sex,annealing,1.1,,50.0,57.0
17972,control,sex,annealing,1.1,,50.0,50.0
17973,control,sex,annealing,1.1,,50.0,39.0
17974,control,sex,annealing,1.1,,50.0,25.0
17975,control,sex,annealing,1.1,,50.0,70.0
17976,control,sex,annealing,1.1,,50.0,42.0
17977,control,sex,annealing,1.1,,50.0,25.0
17978,control,sex,annealing,1.1,,50.0,50.0
17979,control,sex,annealing,1.1,,50.0,54.0
17980,control,sex,annealing,1.1,,50.0,50.0
17981,control,sex,annealing,1.1,,50.0,62.0
17982,control,sex,annealing,1.1,,50.0,62.0
17983,control,sex,annealing,1.1,,50.0,70.0
17984,control,sex,annealing,1.1,,50.0,50.0
17985,control,sex,annealing,1.1,,50.0,42.0
17986,control,sex,annealing,1.1,,50.0,64.0
17987,control,sex,annealing,1.1,,50.0,73.0
17988,control,sex,annealing,1.1,,50.0,50.0
17989,control,sex,annealing,1.1,,50.0,43.0
17990,control,sex,annealing,1.1,,50.0,42.0
17991,control,sex,annealing,1.1,,50.0,50.0
17992,control,sex,annealing,1.1,,50.0,29.0
17993,control,sex,annealing,1.1,,50.0,23.0
17994,control,sex,annealing,1.1,,50.0,37.0
17995,control,sex,annealing,1.1,,50.0,50.0
17996,control,sex,annealing,1.1,,50.0,50.0
17997,control,sex,annealing,1.1,,50.0,42.0
17998,control,sex,annealing,1.1,,,40.0
17999,control,sex,annealing,1.1,,,10.0
18000,control,sex,annealing,1.2,60.0,50.0,28.0
18001,control,sex,annealing,1.2,60.0,50.0,27.0
18002,control,sex,annealing,1.2,73.0,50.0,42.0
18003,control,sex,annealing,1.2,70.0,50.0,57.0
18004,control,sex,annealing,1.2,45.0,50.0,50.0
18005,control,sex,annealing,1.2,42.0,50.0,14.0
18006,control,sex,annealing,1.2,75.0,50.0,30.0
18007,control,sex,annealing,1.2,45.0,50.0,62.0
18008,control,sex,annealing,1.2,73.0,50.0,57.0
18009,control,sex,annealing,1.2,75.0,50.0,43.0
18010,control,sex,annealing,1.2,45.0,50.0,50.0
18011,control,sex,annealing,1.2,45.0,50.0,33.0
18012,control,sex,annealing,1.2,62.0,50.0,57.0
18013,control,sex,annealing,1.2,73.0,50.0,10.0
18014,control,sex,annealing,1.2,73.0,50.0,50.0
18015,control,sex,annealing,1.2,75.0,50.0,50.0
18016,control,sex,annealing,1.2,73.0,50.0,28.0
18017,control,sex,annealing,1.2,70.0,55.0,55.0
18018,control,sex,annealing,1.2,73.0,50.0,28.0
18019,control,sex,annealing,1.2,73.0,50.0,35.0
18020,control,sex,annealing,1.2,73.0,50.0,39.0
18021,control,sex,annealing,1.2,75.0,50.0,75.0
18022,control,sex,annealing,1.2,75.0,50.0,89.0
18023,control,sex,annealing,1.2,60.0,50.0,25.0
18024,control,sex,annealing,1.2,73.0,50.0,72.0
18025,control,sex,annealing,1.2,70.0,50.0,50.0
18026,control,sex,annealing,1.2,73.0,50.0,68.0
18027,control,sex,annealing,1.2,75.0,50.0,50.0
18028,control,sex,annealing,1.2,73.0,50.0,10.0
18029,control,sex,annealing,1.2,73.0,50.0,40.0
18030,control,sex,annealing,1.2,75.0,50.0,42.0
18031,control,sex,annealing,1.2,73.0,50.0,35.0
18032,control,sex,annealing,1.2,70.0,50.0,50.0
18033,control,sex,annealing,1.2,75.0,50.0,69.0
18034,control,sex,annealing,1.2,75.0,50.0,63.0
18035,control,sex,annealing,1.2,73.0,50.0,43.0
18036,control,sex,annealing,1.2,75.0,50.0,40.0
18037,control,sex,annealing,1.2,70.0,50.0,40.0
18038,control,sex,annealing,1.2,70.0,50.0,67.0
18039,control,sex,annealing,1.2,60.0,50.0,62.0
18040,control,sex,annealing,1.2,77.0,50.0,50.0
18041,control,sex,annealing,1.2,75.0,50.0,47.0
18042,control,sex,annealing,1.2,60.0,50.0,70.0
18043,control,sex,annealing,1.2,76.0,50.0,73.0
18044,control,sex,annealing,1.2,70.0,50.0,30.0
18045,control,sex,annealing,1.2,70.0,50.0,60.0
18046,control,sex,annealing,1.2,75.0,50.0,57.0
18047,control,sex,annealing,1.2,73.0,50.0,38.0
18048,control,sex,annealing,1.2,60.0,50.0,50.0
18049,control,sex,annealing,1.2,75.0,50.0,62.0
18050,control,sex,annealing,1.2,73.0,50.0,75.0
18051,control,sex,annealing,1.2,60.0,50.0,60.0
18052,control,sex,annealing,1.2,60.0,50.0,60.0
18053,control,sex,annealing,1.2,75.0,50.0,50.0
18054,control,sex,annealing,1.2,60.0,50.0,60.0
18055,control,sex,annealing,1.2,73.0,50.0,67.0
18056,control,sex,annealing,1.2,73.0,50.0,45.0
18057,control,sex,annealing,1.2,75.0,50.0,20.0
18058,control,sex,annealing,1.2,45.0,50.0,53.0
18059,control,sex,annealing,1.2,45.0,50.0,42.0
18060,control,sex,annealing,1.2,70.0,50.0,46.0
18061,control,sex,annealing,1.2,60.0,50.0,37.0
18062,control,sex,annealing,1.2,73.0,50.0,56.0
18063,control,sex,annealing,1.2,60.0,50.0,64.0
18064,control,sex,annealing,1.2,45.0,50.0,55.0
18065,control,sex,annealing,1.2,75.0,50.0,12.0
18066,control,sex,annealing,1.2,75.0,50.0,85.0
18067,control,sex,annealing,1.2,73.0,50.0,79.0
18068,control,sex,annealing,1.2,73.0,40.0,50.0
18069,control,sex,annealing,1.2,75.0,50.0,50.0
18070,control,sex,annealing,1.2,45.0,50.0,65.0
18071,control,sex,annealing,1.2,70.0,50.0,29.0
18072,control,sex,annealing,1.2,70.0,50.0,60.0
18073,control,sex,annealing,1.2,,50.0,85.0
18074,control,sex,annealing,1.2,,50.0,40.0
18075,control,sex,annealing,1.2,,50.0,42.0
18076,control,sex,annealing,1.2,,51.0,75.0
18077,control,sex,annealing,1.2,,50.0,63.0
18078,control,sex,annealing,1.2,,50.0,50.0
18079,control,sex,annealing,1.2,,50.0,61.0
18080,control,sex,annealing,1.2,,50.0,63.0
18081,control,sex,annealing,1.2,,50.0,56.0
18082,control,sex,annealing,1.2,,50.0,47.0
18083,control,sex,annealing,1.2,,86.0,86.0
18084,control,sex,annealing,1.2,,50.0,42.0
18085,control,sex,annealing,1.2,,50.0,64.0
18086,control,sex,annealing,1.2,,50.0,45.0
18087,control,sex,annealing,1.2,,50.0,41.0
18088,control,sex,annealing,1.2,,50.0,58.0
18089,control,sex,annealing,1.2,,50.0,71.0
18090,control,sex,annealing,1.2,,50.0,46.0
18091,control,sex,annealing,1.2,,50.0,43.0
18092,control,sex,annealing,1.2,,50.0,45.0
18093,control,sex,annealing,1.2,,50.0,74.0
18094,control,sex,annealing,1.2,,50.0,55.0
18095,control,sex,annealing,1.2,,50.0,56.0
18096,control,sex,annealing,1.2,,50.0,35.0
18097,control,sex,annealing,1.2,,,48.0
18098,control,sex,annealing,1.2,,,20.0
18099,control,sex,annealing,1.2,,,50.0
18100,control,sex,annealing,1.3,45.0,65.0,74.0
18101,control,sex,annealing,1.3,73.0,50.0,47.0
18102,control,sex,annealing,1.3,75.0,50.0,50.0
18103,control,sex,annealing,1.3,60.0,50.0,50.0
18104,control,sex,annealing,1.3,45.0,50.0,50.0
18105,control,sex,annealing,1.3,60.0,50.0,20.0
18106,control,sex,annealing,1.3,75.0,50.0,65.0
18107,control,sex,annealing,1.3,45.0,50.0,80.0
18108,control,sex,annealing,1.3,45.0,50.0,57.0
18109,control,sex,annealing,1.3,73.0,50.0,32.0
18110,control,sex,annealing,1.3,62.0,50.0,76.0
18111,control,sex,annealing,1.3,75.0,50.0,74.0
18112,control,sex,annealing,1.3,50.0,50.0,34.0
18113,control,sex,annealing,1.3,45.0,34.0,78.0
18114,control,sex,annealing,1.3,74.0,50.0,42.0
18115,control,sex,annealing,1.3,73.0,50.0,33.0
18116,control,sex,annealing,1.3,73.0,50.0,55.0
18117,control,sex,annealing,1.3,75.0,50.0,50.0
18118,control,sex,annealing,1.3,75.0,50.0,57.0
18119,control,sex,annealing,1.3,73.0,50.0,42.0
18120,control,sex,annealing,1.3,75.0,50.0,35.0
18121,control,sex,annealing,1.3,80.0,50.0,84.0
18122,control,sex,annealing,1.3,73.0,50.0,65.0
18123,control,sex,annealing,1.3,73.0,50.0,65.0
18124,control,sex,annealing,1.3,60.0,50.0,52.0
18125,control,sex,annealing,1.3,75.0,50.0,50.0
18126,control,sex,annealing,1.3,75.0,50.0,20.0
18127,control,sex,annealing,1.3,73.0,50.0,73.0
18128,control,sex,annealing,1.3,73.0,53.0,10.0
18129,control,sex,annealing,1.3,75.0,50.0,42.0
18130,control,sex,annealing,1.3,75.0,50.0,15.0
18131,control,sex,annealing,1.3,80.0,50.0,75.0
18132,control,sex,annealing,1.3,75.0,50.0,60.0
18133,control,sex,annealing,1.3,73.0,50.0,47.0
18134,control,sex,annealing,1.3,75.0,50.0,10.0
18135,control,sex,annealing,1.3,74.0,50.0,67.0
18136,control,sex,annealing,1.3,75.0,50.0,50.0
18137,control,sex,annealing,1.3,73.0,50.0,75.0
18138,control,sex,annealing,1.3,73.0,50.0,50.0
18139,control,sex,annealing,1.3,72.0,50.0,31.0
18140,control,sex,annealing,1.3,73.0,50.0,52.0
18141,control,sex,annealing,1.3,75.0,50.0,50.0
18142,control,sex,annealing,1.3,75.0,50.0,33.0
18143,control,sex,annealing,1.3,50.0,50.0,54.0
18144,control,sex,annealing,1.3,80.0,50.0,37.0
18145,control,sex,annealing,1.3,43.0,50.0,5.0
18146,control,sex,annealing,1.3,73.0,50.0,17.0
18147,control,sex,annealing,1.3,73.0,50.0,96.0
18148,control,sex,annealing,1.3,75.0,50.0,10.0
18149,control,sex,annealing,1.3,60.0,50.0,10.0
18150,control,sex,annealing,1.3,72.0,50.0,50.0
18151,control,sex,annealing,1.3,73.0,50.0,50.0
18152,control,sex,annealing,1.3,60.0,50.0,37.0
18153,control,sex,annealing,1.3,75.0,50.0,68.0
18154,control,sex,annealing,1.3,73.0,50.0,51.0
18155,control,sex,annealing,1.3,45.0,50.0,50.0
18156,control,sex,annealing,1.3,75.0,50.0,57.0
18157,control,sex,annealing,1.3,75.0,50.0,23.0
18158,control,sex,annealing,1.3,60.0,50.0,20.0
18159,control,sex,annealing,1.3,75.0,50.0,42.0
18160,control,sex,annealing,1.3,70.0,50.0,74.0
18161,control,sex,annealing,1.3,70.0,35.0,76.0
18162,control,sex,annealing,1.3,80.0,50.0,50.0
18163,control,sex,annealing,1.3,73.0,50.0,57.0
18164,control,sex,annealing,1.3,73.0,50.0,65.0
18165,control,sex,annealing,1.3,45.0,50.0,50.0
18166,control,sex,annealing,1.3,,50.0,37.0
18167,control,sex,annealing,1.3,,50.0,50.0
18168,control,sex,annealing,1.3,,50.0,68.0
18169,control,sex,annealing,1.3,,50.0,50.0
18170,control,sex,annealing,1.3,,50.0,68.0
18171,control,sex,annealing,1.3,,50.0,75.0
18172,control,sex,annealing,1.3,,50.0,50.0
18173,control,sex,annealing,1.3,,50.0,17.0
18174,control,sex,annealing,1.3,,50.0,45.0
18175,control,sex,annealing,1.3,,50.0,14.0
18176,control,sex,annealing,1.3,,50.0,25.0
18177,control,sex,annealing,1.3,,55.0,55.0
18178,control,sex,annealing,1.3,,50.0,22.0
18179,control,sex,annealing,1.3,,50.0,46.0
18180,control,sex,annealing,1.3,,50.0,37.0
18181,control,sex,annealing,1.3,,50.0,56.0
18182,control,sex,annealing,1.3,,50.0,49.0
18183,control,sex,annealing,1.3,,73.0,70.0
18184,control,sex,annealing,1.3,,50.0,37.0
18185,control,sex,annealing,1.3,,50.0,14.0
18186,control,sex,annealing,1.3,,50.0,52.0
18187,control,sex,annealing,1.3,,50.0,75.0
18188,control,sex,annealing,1.3,,52.0,69.0
18189,control,sex,annealing,1.3,,50.0,20.0
18190,control,sex,annealing,1.3,,50.0,62.0
18191,control,sex,annealing,1.3,,50.0,52.0
18192,control,sex,annealing,1.3,,50.0,37.0
18193,control,sex,annealing,1.3,,50.0,32.0
18194,control,sex,annealing,1.3,,50.0,62.0
18195,control,sex,annealing,1.3,,50.0,37.0
18196,control,sex,annealing,1.3,,50.0,75.0
18197,control,sex,annealing,1.3,,,37.0
18198,control,sex,annealing,1.3,,,45.0
18199,control,sex,annealing,1.3,,,39.0
18200,control,sex,annealing,1.4,70.0,50.0,55.0
18201,control,sex,annealing,1.4,60.0,50.0,32.0
18202,control,sex,annealing,1.4,73.0,50.0,55.0
18203,control,sex,annealing,1.4,70.0,50.0,50.0
18204,control,sex,annealing,1.4,73.0,50.0,75.0
18205,control,sex,annealing,1.4,60.0,50.0,27.0
18206,control,sex,annealing,1.4,45.0,50.0,50.0
18207,control,sex,annealing,1.4,45.0,50.0,57.0
18208,control,sex,annealing,1.4,45.0,60.0,55.0
18209,control,sex,annealing,1.4,45.0,50.0,54.0
18210,control,sex,annealing,1.4,50.0,50.0,60.0
18211,control,sex,annealing,1.4,73.0,50.0,30.0
18212,control,sex,annealing,1.4,60.0,50.0,50.0
18213,control,sex,annealing,1.4,60.0,50.0,65.0
18214,control,sex,annealing,1.4,73.0,50.0,20.0
18215,control,sex,annealing,1.4,73.0,50.0,0.0
18216,control,sex,annealing,1.4,60.0,55.0,50.0
18217,control,sex,annealing,1.4,75.0,50.0,25.0
18218,control,sex,annealing,1.4,73.0,50.0,85.0
18219,control,sex,annealing,1.4,54.0,50.0,25.0
18220,control,sex,annealing,1.4,60.0,50.0,45.0
18221,control,sex,annealing,1.4,73.0,50.0,46.0
18222,control,sex,annealing,1.4,70.0,50.0,43.0
18223,control,sex,annealing,1.4,73.0,50.0,50.0
18224,control,sex,annealing,1.4,60.0,50.0,57.0
18225,control,sex,annealing,1.4,73.0,50.0,32.0
18226,control,sex,annealing,1.4,60.0,50.0,45.0
18227,control,sex,annealing,1.4,73.0,50.0,49.0
18228,control,sex,annealing,1.4,73.0,50.0,50.0
18229,control,sex,annealing,1.4,73.0,50.0,60.0
18230,control,sex,annealing,1.4,45.0,50.0,45.0
18231,control,sex,annealing,1.4,73.0,50.0,50.0
18232,control,sex,annealing,1.4,75.0,50.0,43.0
18233,control,sex,annealing,1.4,75.0,50.0,56.0
18234,control,sex,annealing,1.4,73.0,50.0,45.0
18235,control,sex,annealing,1.4,60.0,55.0,34.0
18236,control,sex,annealing,1.4,75.0,50.0,22.0
18237,control,sex,annealing,1.4,60.0,50.0,10.0
18238,control,sex,annealing,1.4,73.0,50.0,45.0
18239,control,sex,annealing,1.4,75.0,50.0,74.0
18240,control,sex,annealing,1.4,73.0,50.0,50.0
18241,control,sex,annealing,1.4,88.0,40.0,40.0
18242,control,sex,annealing,1.4,75.0,50.0,27.0
18243,control,sex,annealing,1.4,45.0,55.0,50.0
18244,control,sex,annealing,1.4,72.0,45.0,38.0
18245,control,sex,annealing,1.4,73.0,50.0,75.0
18246,control,sex,annealing,1.4,70.0,50.0,50.0
18247,control,sex,annealing,1.4,75.0,50.0,50.0
18248,control,sex,annealing,1.4,75.0,50.0,62.0
18249,control,sex,annealing,1.4,73.0,50.0,25.0
18250,control,sex,annealing,1.4,75.0,50.0,57.0
18251,control,sex,annealing,1.4,45.0,50.0,47.0
18252,control,sex,annealing,1.4,45.0,50.0,58.0
18253,control,sex,annealing,1.4,73.0,50.0,24.0
18254,control,sex,annealing,1.4,45.0,50.0,35.0
18255,control,sex,annealing,1.4,70.0,50.0,43.0
18256,control,sex,annealing,1.4,45.0,50.0,85.0
18257,control,sex,annealing,1.4,73.0,50.0,49.0
18258,control,sex,annealing,1.4,73.0,50.0,50.0
18259,control,sex,annealing,1.4,62.0,50.0,57.0
18260,control,sex,annealing,1.4,45.0,50.0,40.0
18261,control,sex,annealing,1.4,75.0,50.0,68.0
18262,control,sex,annealing,1.4,73.0,50.0,50.0
18263,control,sex,annealing,1.4,77.0,50.0,47.0
18264,control,sex,annealing,1.4,23.0,50.0,82.0
18265,control,sex,annealing,1.4,75.0,50.0,50.0
18266,control,sex,annealing,1.4,73.0,50.0,50.0
18267,control,sex,annealing,1.4,73.0,50.0,50.0
18268,control,sex,annealing,1.4,73.0,50.0,43.0
18269,control,sex,annealing,1.4,,50.0,50.0
18270,control,sex,annealing,1.4,,50.0,35.0
18271,control,sex,annealing,1.4,,50.0,64.0
18272,control,sex,annealing,1.4,,50.0,42.0
18273,control,sex,annealing,1.4,,50.0,65.0
18274,control,sex,annealing,1.4,,50.0,70.0
18275,control,sex,annealing,1.4,,50.0,60.0
18276,control,sex,annealing,1.4,,50.0,68.0
18277,control,sex,annealing,1.4,,50.0,15.0
18278,control,sex,annealing,1.4,,50.0,78.0
18279,control,sex,annealing,1.4,,50.0,18.0
18280,control,sex,annealing,1.4,,50.0,17.0
18281,control,sex,annealing,1.4,,40.0,32.0
18282,control,sex,annealing,1.4,,50.0,50.0
18283,control,sex,annealing,1.4,,50.0,50.0
18284,control,sex,annealing,1.4,,50.0,50.0
18285,control,sex,annealing,1.4,,50.0,82.0
18286,control,sex,annealing,1.4,,50.0,50.0
18287,control,sex,annealing,1.4,,50.0,55.0
18288,control,sex,annealing,1.4,,50.0,68.0
18289,control,sex,annealing,1.4,,50.0,80.0
18290,control,sex,annealing,1.4,,50.0,27.0
18291,control,sex,annealing,1.4,,50.0,50.0
18292,control,sex,annealing,1.4,,50.0,87.0
18293,control,sex,annealing,1.4,,50.0,60.0
18294,control,sex,annealing,1.4,,50.0,13.0
18295,control,sex,annealing,1.4,,50.0,65.0
18296,control,sex,annealing,1.4,,50.0,47.0
18297,control,sex,annealing,1.4,,,75.0
18298,control,sex,annealing,1.4,,,50.0
18299,control,sex,annealing,1.4,,,
18300,control,sex,annealing,1.5,75.0,50.0,47.0
18301,control,sex,annealing,1.5,45.0,50.0,66.0
18302,control,sex,annealing,1.5,73.0,50.0,37.0
18303,control,sex,annealing,1.5,80.0,50.0,17.0
18304,control,sex,annealing,1.5,75.0,50.0,44.0
18305,control,sex,annealing,1.5,70.0,50.0,12.0
18306,control,sex,annealing,1.5,66.0,50.0,56.0
18307,control,sex,annealing,1.5,34.0,50.0,72.0
18308,control,sex,annealing,1.5,75.0,50.0,55.0
18309,control,sex,annealing,1.5,73.0,50.0,43.0
18310,control,sex,annealing,1.5,70.0,50.0,47.0
18311,control,sex,annealing,1.5,73.0,50.0,50.0
18312,control,sex,annealing,1.5,36.0,50.0,45.0
18313,control,sex,annealing,1.5,73.0,50.0,43.0
18314,control,sex,annealing,1.5,45.0,50.0,50.0
18315,control,sex,annealing,1.5,70.0,50.0,30.0
18316,control,sex,annealing,1.5,70.0,50.0,50.0
18317,control,sex,annealing,1.5,75.0,5.0,25.0
18318,control,sex,annealing,1.5,73.0,50.0,56.0
18319,control,sex,annealing,1.5,75.0,50.0,57.0
18320,control,sex,annealing,1.5,75.0,50.0,10.0
18321,control,sex,annealing,1.5,75.0,50.0,42.0
18322,control,sex,annealing,1.5,73.0,50.0,55.0
18323,control,sex,annealing,1.5,73.0,48.0,20.0
18324,control,sex,annealing,1.5,45.0,50.0,10.0
18325,control,sex,annealing,1.5,75.0,50.0,40.0
18326,control,sex,annealing,1.5,73.0,50.0,23.0
18327,control,sex,annealing,1.5,45.0,50.0,65.0
18328,control,sex,annealing,1.5,45.0,50.0,48.0
18329,control,sex,annealing,1.5,75.0,57.0,72.0
18330,control,sex,annealing,1.5,70.0,50.0,73.0
18331,control,sex,annealing,1.5,73.0,50.0,70.0
18332,control,sex,annealing,1.5,72.0,50.0,50.0
18333,control,sex,annealing,1.5,74.0,50.0,50.0
18334,control,sex,annealing,1.5,30.0,50.0,50.0
18335,control,sex,annealing,1.5,45.0,50.0,37.0
18336,control,sex,annealing,1.5,73.0,50.0,75.0
18337,control,sex,annealing,1.5,74.0,50.0,54.0
18338,control,sex,annealing,1.5,73.0,50.0,50.0
18339,control,sex,annealing,1.5,73.0,50.0,15.0
18340,control,sex,annealing,1.5,62.0,50.0,50.0
18341,control,sex,annealing,1.5,60.0,50.0,27.0
18342,control,sex,annealing,1.5,75.0,50.0,20.0
18343,control,sex,annealing,1.5,77.0,50.0,58.0
18344,control,sex,annealing,1.5,73.0,50.0,53.0
18345,control,sex,annealing,1.5,75.0,50.0,57.0
18346,control,sex,annealing,1.5,80.0,50.0,72.0
18347,control,sex,annealing,1.5,68.0,50.0,43.0
18348,control,sex,annealing,1.5,73.0,50.0,40.0
18349,control,sex,annealing,1.5,73.0,50.0,57.0
18350,control,sex,annealing,1.5,72.0,45.0,53.0
18351,control,sex,annealing,1.5,75.0,50.0,67.0
18352,control,sex,annealing,1.5,75.0,50.0,55.0
18353,control,sex,annealing,1.5,55.0,50.0,25.0
18354,control,sex,annealing,1.5,73.0,50.0,36.0
18355,control,sex,annealing,1.5,40.0,50.0,50.0
18356,control,sex,annealing,1.5,72.0,50.0,80.0
18357,control,sex,annealing,1.5,73.0,50.0,19.0
18358,control,sex,annealing,1.5,60.0,50.0,72.0
18359,control,sex,annealing,1.5,75.0,50.0,43.0
18360,control,sex,annealing,1.5,78.0,50.0,37.0
18361,control,sex,annealing,1.5,,50.0,63.0
18362,control,sex,annealing,1.5,,50.0,50.0
18363,control,sex,annealing,1.5,,50.0,62.0
18364,control,sex,annealing,1.5,,50.0,34.0
18365,control,sex,annealing,1.5,,50.0,50.0
18366,control,sex,annealing,1.5,,50.0,17.0
18367,control,sex,annealing,1.5,,50.0,37.0
18368,control,sex,annealing,1.5,,50.0,50.0
18369,control,sex,annealing,1.5,,50.0,56.0
18370,control,sex,annealing,1.5,,50.0,35.0
18371,control,sex,annealing,1.5,,50.0,50.0
18372,control,sex,annealing,1.5,,50.0,50.0
18373,control,sex,annealing,1.5,,50.0,8.0
18374,control,sex,annealing,1.5,,50.0,50.0
18375,control,sex,annealing,1.5,,50.0,32.0
18376,control,sex,annealing,1.5,,50.0,43.0
18377,control,sex,annealing,1.5,,50.0,43.0
18378,control,sex,annealing,1.5,,50.0,23.0
18379,control,sex,annealing,1.5,,50.0,40.0
18380,control,sex,annealing,1.5,,50.0,60.0
18381,control,sex,annealing,1.5,,50.0,60.0
18382,control,sex,annealing,1.5,,50.0,50.0
18383,control,sex,annealing,1.5,,50.0,70.0
18384,control,sex,annealing,1.5,,50.0,58.0
18385,control,sex,annealing,1.5,,50.0,43.0
18386,control,sex,annealing,1.5,,50.0,74.0
18387,control,sex,annealing,1.5,,50.0,75.0
18388,control,sex,annealing,1.5,,50.0,25.0
18389,control,sex,annealing,1.5,,50.0,50.0
18390,control,sex,annealing,1.5,,50.0,56.0
18391,control,sex,annealing,1.5,,50.0,76.0
18392,control,sex,annealing,1.5,,50.0,72.0
18393,control,sex,annealing,1.5,,50.0,50.0
18394,control,sex,annealing,1.5,,50.0,42.0
18395,control,sex,annealing,1.5,,50.0,52.0
18396,control,sex,annealing,1.5,,50.0,42.0
18397,control,sex,annealing,1.5,,,87.0
18398,control,sex,annealing,1.5,,,80.0
18399,control,sex,annealing,1.5,,,51.0
18400,control,sex,annealing,1.6,80.0,50.0,37.0
18401,control,sex,annealing,1.6,73.0,50.0,80.0
18402,control,sex,annealing,1.6,57.0,50.0,44.0
18403,control,sex,annealing,1.6,60.0,50.0,85.0
18404,control,sex,annealing,1.6,77.0,50.0,45.0
18405,control,sex,annealing,1.6,73.0,50.0,35.0
18406,control,sex,annealing,1.6,60.0,50.0,2.0
18407,control,sex,annealing,1.6,45.0,50.0,50.0
18408,control,sex,annealing,1.6,77.0,50.0,59.0
18409,control,sex,annealing,1.6,75.0,50.0,82.0
18410,control,sex,annealing,1.6,62.0,50.0,65.0
18411,control,sex,annealing,1.6,73.0,50.0,48.0
18412,control,sex,annealing,1.6,66.0,50.0,27.0
18413,control,sex,annealing,1.6,76.0,50.0,50.0
18414,control,sex,annealing,1.6,54.0,50.0,0.0
18415,control,sex,annealing,1.6,60.0,50.0,45.0
18416,control,sex,annealing,1.6,73.0,50.0,70.0
18417,control,sex,annealing,1.6,73.0,50.0,50.0
18418,control,sex,annealing,1.6,70.0,50.0,35.0
18419,control,sex,annealing,1.6,26.0,50.0,43.0
18420,control,sex,annealing,1.6,73.0,50.0,65.0
18421,control,sex,annealing,1.6,73.0,50.0,10.0
18422,control,sex,annealing,1.6,70.0,50.0,50.0
18423,control,sex,annealing,1.6,66.0,50.0,40.0
18424,control,sex,annealing,1.6,75.0,50.0,75.0
18425,control,sex,annealing,1.6,45.0,50.0,73.0
18426,control,sex,annealing,1.6,73.0,50.0,50.0
18427,control,sex,annealing,1.6,45.0,50.0,57.0
18428,control,sex,annealing,1.6,73.0,50.0,25.0
18429,control,sex,annealing,1.6,75.0,44.0,65.0
18430,control,sex,annealing,1.6,75.0,50.0,65.0
18431,control,sex,annealing,1.6,73.0,50.0,76.0
18432,control,sex,annealing,1.6,75.0,60.0,73.0
18433,control,sex,annealing,1.6,75.0,50.0,27.0
18434,control,sex,annealing,1.6,73.0,50.0,75.0
18435,control,sex,annealing,1.6,73.0,50.0,65.0
18436,control,sex,annealing,1.6,54.0,50.0,78.0
18437,control,sex,annealing,1.6,60.0,55.0,43.0
18438,control,sex,annealing,1.6,70.0,60.0,67.0
18439,control,sex,annealing,1.6,73.0,50.0,70.0
18440,control,sex,annealing,1.6,60.0,50.0,72.0
18441,control,sex,annealing,1.6,75.0,50.0,77.0
18442,control,sex,annealing,1.6,50.0,40.0,50.0
18443,control,sex,annealing,1.6,73.0,50.0,50.0
18444,control,sex,annealing,1.6,73.0,50.0,71.0
18445,control,sex,annealing,1.6,71.0,50.0,50.0
18446,control,sex,annealing,1.6,45.0,50.0,68.0
